<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20091201,000000,202.2300000,202.7700000,196.8300000,196.9100000,15538377
20091202,000000,198.8400000,201.4200000,195.7500000,196.1200000,23618749
20091203,000000,197.5000000,198.9800000,196.2700000,196.5000000,15136010
20091204,000000,199.6200000,199.8800000,190.2800000,193.3200000,28431121
20091207,000000,193.3200000,193.7700000,188.6800000,189.0000000,24636253
20091208,000000,189.1800000,192.3500000,188.7000000,189.8300000,21379899
20091209,000000,191.2300000,198.1600000,190.3100000,197.4500000,23162526
20091210,000000,199.4900000,199.7000000,196.1200000,196.6000000,16400857
20091211,000000,197.7800000,198.0000000,193.4300000,194.7000000,14244368
20091214,000000,195.3700000,197.4300000,192.5600000,197.0200000,16117160
20091215,000000,195.8300000,197.5100000,193.2700000,194.1700000,13277143
20091216,000000,195.1000000,196.5000000,194.5500000,195.0300000,11642376
20091217,000000,194.1200000,195.0200000,191.7700000,191.7700000,12817641
20091218,000000,193.1700000,195.2600000,192.6000000,195.2600000,19492560
20091221,000000,196.0500000,199.7500000,195.6700000,198.2300000,13765244
20091222,000000,199.4400000,200.8500000,198.6600000,200.4900000,11914040
20091223,000000,201.2000000,202.3800000,200.8100000,202.1900000,11925335
20091224,000000,203.5500000,209.3500000,203.3100000,209.0000000,17548936
20091228,000000,211.7200000,213.9500000,209.6110000,211.5800000,21663310
20091229,000000,212.5900000,212.7200000,208.7300000,209.0700000,14881803
20091230,000000,208.8200000,212.0000000,208.3100000,211.8000000,14026532
20091231,000000,213.1500000,213.3500000,210.5600000,210.8400000,11540552
20100104,000000,213.4100000,214.5000000,212.3800000,214.1800000,16670686
20100105,000000,214.4800000,215.5900000,213.2500000,214.3800000,19430656
20100106,000000,214.3800000,215.2300000,210.7500000,210.9400000,19042961
20100107,000000,211.7500000,212.0000000,209.0500000,210.5800000,16258437
20100108,000000,210.3000000,212.0000000,209.0600000,211.8900000,14888848
20100111,000000,212.9000000,213.0000000,208.4500000,210.0700000,15907641
20100112,000000,209.1900000,209.7700000,206.4200000,207.7300000,18528653
20100113,000000,207.8700000,210.9300000,204.1000000,210.4000000,20731856
20100114,000000,210.1100000,210.4600000,209.0200000,209.4200000,14050868
20100115,000000,210.9200000,211.6000000,205.8700000,205.9000000,18668691
20100119,000000,208.3700000,215.1900000,207.2400000,215.0400000,23082047
20100120,000000,214.8400000,215.5500000,209.5000000,211.8300000,21144918
20100121,000000,212.0800000,213.3138000,207.2100000,208.2400000,20831209
20100122,000000,206.7800000,207.5000000,197.1600000,197.7600000,29348774
20100125,000000,202.5100000,204.7000000,200.1900000,202.5000000,30887758
20100126,000000,205.7900000,213.7100000,202.5800000,205.8900000,60818506
20100127,000000,206.8300000,210.5800000,199.5310000,207.9700000,59657311
20100128,000000,204.9000000,205.5000000,198.7000000,199.3000000,40247343
20100129,000000,201.0700000,202.2000000,190.2500000,192.1200000,42910682
20100201,000000,192.3800000,196.0000000,191.3000000,194.7050000,25629666
20100202,000000,195.7600000,196.3200000,193.3800000,195.8200000,20350360
20100203,000000,195.2100000,200.2000000,194.4200000,199.2200000,21216075
20100204,000000,196.7800000,198.3700000,191.5700000,192.0000000,25879251
20100205,000000,192.6250000,196.0000000,190.8500000,195.3000000,28696113
20100208,000000,195.6900000,197.8800000,194.0000000,194.0100000,15423067
20100209,000000,196.3000000,197.5000000,194.7500000,196.1900000,18590222
20100210,000000,195.8900000,196.6000000,194.2600000,195.2500000,12506044
20100211,000000,194.9000000,199.7500000,194.0600000,198.7200000,18267056
20100212,000000,198.1900000,201.6400000,195.5000000,200.6000000,21349818
20100216,000000,201.9500000,203.6900000,201.5200000,203.4200000,17021487
20100217,000000,204.1900000,204.3100000,200.8600000,202.5400000,14987363
20100218,000000,201.6100000,203.8900000,200.9200000,203.0400000,14331105
20100219,000000,201.9100000,203.2000000,201.1100000,201.6400000,13362891
20100222,000000,202.3500000,202.5000000,199.1900000,200.4400000,13492436
20100223,000000,199.9300000,201.3300000,195.7100000,196.9800000,16756184
20100224,000000,198.2300000,201.4400000,197.8400000,200.5500000,15865146
20100225,000000,197.3600000,202.8600000,196.8900000,202.0000000,23196454
20100226,000000,202.3800000,205.1700000,202.0000000,204.6400000,17087573
20100301,000000,205.7300000,209.5000000,205.4500000,209.0100000,18769227
20100302,000000,209.9800000,210.8300000,207.7400000,208.8000000,16797877
20100303,000000,208.9400000,209.8700000,207.9400000,209.3300000,12759682
20100304,000000,209.3300000,210.9200000,208.6300000,210.7500000,12259556
20100305,000000,214.9900000,219.7000000,214.6300000,219.0000000,30505153
20100308,000000,220.0200000,220.0900000,218.2500000,219.0300000,14728162
20100309,000000,218.3100000,225.0000000,217.8900000,223.1700000,29042034
20100310,000000,223.8100000,225.4800000,223.2000000,224.8400000,18137123
20100311,000000,223.9100000,225.5000000,223.3200000,225.5000000,13760290
20100312,000000,227.3500000,227.7300000,225.7500000,226.6200000,14278632
20100315,000000,225.3800000,225.5000000,220.2500000,223.9000000,16758360
20100316,000000,224.1800000,224.9800000,222.5100000,224.5500000,13818680
20100317,000000,224.9500000,226.4500000,223.2700000,224.0700000,13825505
20100318,000000,224.2000000,225.0000000,222.6100000,224.7500000,11776627
20100319,000000,224.9700000,225.2400000,221.2300000,222.2100000,14772226
20100322,000000,220.4700000,226.0000000,220.1500000,224.8800000,15120290
20100323,000000,225.5300000,228.7800000,224.1000000,228.3900000,18905882
20100324,000000,227.6400000,230.2000000,227.5100000,229.3600000,17844790
20100325,000000,230.9200000,230.9800000,226.2500000,226.7300000,18319321
20100326,000000,228.9600000,231.9500000,228.5500000,230.9100000,19644506
20100329,000000,232.9000000,233.8699000,231.6200000,232.4500000,13426052
20100330,000000,236.6027000,237.4800000,234.2500000,235.8300000,17658492
20100331,000000,235.4900000,236.6100000,234.4600000,234.9200000,11718395
20100401,000000,237.4300000,238.7300000,232.7500000,235.9700000,20771640
20100405,000000,234.9800000,238.5000000,234.7700000,238.5000000,22463683
20100406,000000,238.1700000,240.2400000,237.0000000,239.6600000,15309968
20100407,000000,239.5600000,241.9200000,238.6601000,240.5400000,19740855
20100408,000000,240.4400000,241.5400000,238.0400000,239.9500000,19824481
20100409,000000,241.3700000,241.8800000,240.4600000,241.8800000,11485568
20100412,000000,242.2500000,243.0700000,241.8100000,242.3100000,11146802
20100413,000000,241.8900000,242.8000000,241.1100000,242.3400000,10398066
20100414,000000,245.2800000,245.8100000,244.0700000,245.6300000,13151961
20100415,000000,245.7700000,249.0300000,245.5100000,248.9200000,12780834
20100416,000000,248.5700000,251.1400000,244.5500000,247.4400000,24371353
20100419,000000,247.0100000,247.8900000,241.7700000,247.0800000,19617872
20100420,000000,248.4500000,249.2500000,242.9550000,244.6100000,20119667
20100421,000000,258.8000000,260.2500000,255.7300000,259.2400000,32638259
20100422,000000,258.2000000,266.7500000,256.2000000,266.3300000,27509626
20100423,000000,267.9900000,272.1800000,267.0000000,270.8500000,26898451
20100426,000000,271.8800000,272.4600000,268.1900000,269.5000000,15737568
20100427,000000,267.2700000,267.8400000,260.5200000,262.2300000,23364738
20100428,000000,263.2500000,264.0000000,256.4100000,261.6100000,25446793
20100429,000000,263.0500000,270.0000000,262.0100000,268.6000000,19195669
20100430,000000,269.3100000,270.5700000,261.0000000,261.0100000,18129564
20100503,000000,263.8400000,267.8800000,262.8800000,266.3600000,15254921
20100504,000000,263.0100000,263.2900000,256.7500000,258.6600000,24781055
20100505,000000,253.0100000,258.1400000,248.7300000,256.1200000,28939701
20100506,000000,253.8300000,258.2500000,199.2500000,246.0500000,44425003
20100507,000000,243.7100000,246.5700000,225.2100000,235.8200000,57865237
20100510,000000,250.1600000,254.6500000,248.5300000,253.8900000,32777345
20100511,000000,251.8400000,259.8900000,250.5000000,256.5700000,29205125
20100512,000000,258.9900000,263.1300000,258.7000000,262.0800000,22615987
20100513,000000,263.1400000,265.0000000,256.4000000,258.2700000,20777543
20100514,000000,255.2000000,256.4800000,249.5000000,254.0000000,25662916
20100517,000000,254.7000000,256.1800000,247.7100000,254.1500000,26533284
20100518,000000,256.9700000,258.5500000,250.2600000,252.3300000,26706933
20100519,000000,249.6000000,252.9200000,244.8500000,248.3100000,35472593
20100520,000000,241.8800000,243.8500000,236.2100000,237.5700000,44246513
20100521,000000,232.8200000,244.5000000,231.3500000,242.3300000,42129311
20100524,000000,247.1700000,250.9000000,246.2600000,246.7500000,25619103
20100525,000000,239.3800000,246.7600000,237.1600000,245.2000000,35805643
20100526,000000,250.0300000,252.1300000,243.7500000,244.1100000,28419902
20100527,000000,250.6000000,253.8900000,249.1100000,253.4900000,22150465
20100528,000000,259.2800000,259.4000000,253.3500000,256.9900000,27557969
20100601,000000,259.6800000,265.9400000,258.9600000,260.8000000,29941932
20100602,000000,264.5400000,264.8000000,260.3350000,263.9400000,23296730
20100603,000000,265.1500000,265.5500000,260.4100000,263.3000000,22265750
20100604,000000,258.2100000,261.9000000,254.6300000,256.0860000,25656372
20100607,000000,258.2900000,259.1500000,250.5500000,250.9500000,30628831
20100608,000000,253.2300000,253.8000000,245.6500000,249.3800000,34797310
20100609,000000,251.4600000,251.9000000,242.4900000,243.2100000,29611433
20100610,000000,244.6700000,250.9800000,242.2000000,250.7400000,26388725
20100611,000000,248.2250000,253.8600000,247.3700000,253.5100000,18601361
20100614,000000,255.9400000,259.1500000,254.0100000,254.1800000,20661886
20100615,000000,255.6400000,259.8500000,255.5000000,259.8000000,17320286
20100616,000000,261.1000000,267.7500000,260.6302000,267.2800000,26913809
20100617,000000,270.6500000,272.9000000,269.5000000,271.8200000,29547126
20100618,000000,272.1700000,275.0000000,271.4200000,274.0700000,26281904
20100621,000000,277.7200000,279.0100000,268.7300000,270.3600000,26619685
20100622,000000,272.0600000,275.9700000,271.5000000,273.4600000,24372174
20100623,000000,274.5800000,274.6600000,267.9000000,270.9800000,26408863
20100624,000000,271.1200000,273.1950000,268.1000000,268.7300000,24140598
20100625,000000,270.1100000,270.2700000,265.8100000,266.0100000,17759698
20100628,000000,266.9300000,269.7500000,264.5200000,268.3000000,20154766
20100629,000000,264.2200000,264.3900000,254.3000000,256.2900000,39214517
20100630,000000,256.7100000,257.9700000,250.0100000,251.5400000,24646426
20100701,000000,254.3000000,254.8000000,243.2200000,248.4700000,35031564
20100702,000000,250.5000000,250.9300000,243.2000000,247.0000000,23662633
20100706,000000,251.0000000,252.8000000,246.1600000,248.6000000,20784582
20100707,000000,250.4900000,258.7700000,249.7500000,258.7700000,22347254
20100708,000000,262.5400000,262.9000000,254.8900000,258.0000000,25335397
20100709,000000,256.8800000,259.9000000,255.1600000,259.7000000,15049470
20100712,000000,258.6000000,261.8500000,254.8600000,257.2990000,19739492
20100713,000000,256.3600000,256.4000000,246.4300000,252.1100000,41290161
20100714,000000,249.3500000,255.8000000,249.0000000,252.8400000,27855972
20100715,000000,248.2300000,256.9700000,247.3000000,251.3000000,27867598
20100716,000000,253.0500000,254.9700000,248.4100000,249.8600000,35433813
20100719,000000,249.8800000,249.8800000,239.6000000,245.6400000,35348484
20100720,000000,242.9000000,252.9000000,240.0100000,252.0700000,32001197
20100721,000000,265.1200000,265.1500000,254.0000000,254.2500000,39648134
20100722,000000,257.5800000,260.0000000,255.3100000,259.2900000,21858598
20100723,000000,257.0800000,260.3800000,256.2800000,260.0500000,18070575
20100726,000000,260.0300000,260.0998000,257.7100000,259.2700000,13320491
20100727,000000,260.8700000,264.8000000,260.3000000,264.0900000,19995262
20100728,000000,263.6600000,265.9900000,260.2500000,260.9800000,17647813
20100729,000000,260.7100000,262.6500000,256.1000000,258.1100000,22083425
20100730,000000,255.9800000,259.7000000,254.9000000,257.2900000,15028700
20100802,000000,260.3800000,262.5900000,259.6200000,261.7700000,14484579
20100803,000000,261.0100000,263.2600000,259.4200000,261.9200000,13357823
20100804,000000,262.8400000,264.2800000,260.3110000,262.9400000,14543812
20100805,000000,261.7300000,263.1800000,260.5500000,261.7000000,9947935
20100806,000000,259.7200000,261.4900000,257.6300000,260.1500000,15240593
20100809,000000,261.4400000,262.1500000,259.5700000,261.8000000,10250257
20100810,000000,259.8500000,260.4500000,257.5500000,259.4000000,15618791
20100811,000000,255.3400000,255.6900000,249.8100000,250.0700000,21082920
20100812,000000,246.6500000,253.1000000,246.1200000,251.7900000,18183963
20100813,000000,251.1500000,251.8800000,249.0900000,249.1000000,11950413
20100816,000000,247.6300000,250.0100000,246.6200000,247.6700000,10931424
20100817,000000,250.0800000,254.6300000,249.2000000,252.1200000,14386651
20100818,000000,252.5200000,254.6700000,251.5800000,253.0700000,11458684
20100819,000000,252.7800000,253.4800000,248.6800000,249.8300000,14513660
20100820,000000,249.3300000,253.9200000,249.0000000,249.6600000,11980870
20100823,000000,251.7900000,252.0000000,245.2500000,245.8000000,13865756
20100824,000000,242.6700000,243.0000000,238.6500000,240.2500000,20314720
20100825,000000,238.0400000,243.9900000,237.2000000,242.8900000,20583490
20100826,000000,245.3700000,245.7500000,240.2800000,240.2900000,15310998
20100827,000000,241.7800000,242.6100000,235.5600000,241.5900000,18879774
20100830,000000,240.7600000,245.7500000,240.6801000,242.5100000,12853549
20100831,000000,241.7800000,244.5600000,240.3500000,243.3700000,13679063
20100901,000000,247.4600000,251.4600000,246.2800000,250.2700000,23726574
20100902,000000,251.3100000,252.1700000,248.5700000,252.1700000,14106547
20100903,000000,255.0800000,258.7800000,254.5000000,258.7700000,16597939
20100907,000000,256.6400000,259.5300000,256.2500000,257.9500000,11819162
20100908,000000,259.7800000,264.3899000,259.1000000,262.9100000,17989235
20100909,000000,265.0900000,266.5200000,263.0200000,263.0700000,14587595
20100910,000000,263.0900000,264.5000000,261.4000000,263.4000000,13265498
20100913,000000,265.9500000,268.2800000,265.7600000,267.3000000,12852865
20100914,000000,266.1900000,269.1700000,265.5200000,268.0400000,13958840
20100915,000000,268.1700000,270.3800000,267.8400000,270.2300000,14133091
20100916,000000,270.2800000,276.6700000,269.5000000,276.5700000,22042348
20100917,000000,277.7200000,277.9600000,273.6800000,275.4600000,18033712
20100920,000000,276.1600000,283.7800000,275.8500000,283.5400000,22777589
20100921,000000,283.9800000,287.3500000,282.7900000,284.1500000,22482316
20100922,000000,282.7100000,287.9800000,282.4100000,287.7400000,19742966
20100923,000000,286.5800000,292.7600000,286.0000000,288.9200000,27270678
20100924,000000,292.0000000,293.5300000,290.5500000,292.4800000,21718673
20100927,000000,293.9750000,294.7300000,291.0100000,291.0200000,16021827
20100928,000000,291.7100000,291.7700000,275.0000000,286.8500000,36027511
20100929,000000,287.4500000,289.8100000,286.0000000,287.3400000,16109377
20100930,000000,289.0100000,290.0000000,281.2500000,283.7500000,22707164
20101001,000000,286.4000000,286.5800000,281.3500000,282.5200000,15338666
20101004,000000,281.6000000,282.9000000,277.7700000,278.6000000,14964464
20101005,000000,281.9600000,289.4400000,281.8205000,289.4400000,16379352
20101006,000000,289.6400000,291.9900000,285.2600000,288.9600000,22791119
20101007,000000,290.2600000,290.4800000,286.9100000,289.1000000,13965617
20101008,000000,291.8300000,294.5000000,290.0000000,294.1100000,21492761
20101011,000000,294.7500000,297.2400000,294.6000000,295.3600000,14506715
20101012,000000,295.4100000,299.5000000,292.4900000,298.7400000,18921999
20101013,000000,300.2000000,301.9600000,299.8000000,300.0800000,18614643
20101014,000000,301.3800000,302.4700000,300.4000000,302.2700000,14014759
20101015,000000,307.2700000,315.0000000,304.9100000,314.9700000,30674140
20101018,000000,318.4500000,319.0000000,314.2900000,317.9200000,31916474
20101019,000000,303.3800000,313.7700000,300.0200000,309.6500000,39929170
20101020,000000,309.0000000,314.2500000,306.8700000,310.5300000,24500503
20101021,000000,312.3800000,314.7400000,306.8000000,309.3850000,18471864
20101022,000000,309.1100000,310.0400000,306.3000000,307.8800000,12349017
20101025,000000,309.1100000,311.6000000,308.4400000,308.8300000,12634616
20101026,000000,306.9900000,309.7400000,305.6500000,308.0600000,12895388
20101027,000000,307.5800000,309.9000000,305.6000000,307.7100000,12326799
20101028,000000,308.0100000,308.0100000,300.9000000,305.2300000,18868867
20101029,000000,304.2300000,305.8800000,300.8800000,300.8800000,13834892
20101101,000000,302.4700000,305.6000000,302.2000000,304.1800000,14633606
20101102,000000,307.2800000,310.1900000,307.0000000,309.7000000,14519163
20101103,000000,311.3700000,312.8800000,308.5300000,312.7500000,17389497
20101104,000000,315.4500000,320.1800000,315.0300000,318.2500000,20960980
20101105,000000,317.8900000,319.5700000,316.7500000,317.1300000,11927162
20101108,000000,317.4700000,319.6200000,316.7600000,318.8000000,9054149
20101109,000000,321.0400000,321.3000000,314.5000000,316.0800000,12793909
20101110,000000,316.6800000,318.7700000,313.5500000,318.0900000,12946468
20101111,000000,315.0500000,318.4000000,314.2500000,316.5400000,12258201
20101112,000000,316.0700000,316.5000000,303.6300000,308.1100000,27691031
20101115,000000,308.5100000,310.5400000,306.2700000,307.4100000,13356571
20101116,000000,305.9600000,307.6000000,299.3200000,301.2400000,22221885
20101117,000000,301.1400000,303.9900000,297.7600000,300.3500000,16367333
20101118,000000,304.9800000,309.6700000,304.6900000,308.5700000,16298259
20101119,000000,307.9700000,308.4000000,305.2400000,306.9000000,13014542
20101122,000000,306.4700000,313.3600000,305.8700000,313.3600000,13262577
20101123,000000,310.5000000,311.7500000,306.5600000,308.7200000,16465969
20101124,000000,312.0900000,315.4000000,311.7500000,314.7800000,13630248
20101126,000000,313.8300000,317.6999000,312.9400000,314.6700000,8196669
20101129,000000,315.6100000,317.4800000,311.3800000,316.8300000,15037614
20101130,000000,313.6900000,314.3600000,310.8700000,311.1500000,16418799
20101201,000000,315.3400000,317.7500000,315.0000000,316.7200000,14530349
20101202,000000,317.6200000,319.0000000,314.8900000,318.1300000,15305141
20101203,000000,316.9900000,318.6500000,316.3400000,317.4700000,11063898
20101206,000000,318.6000000,322.3300000,318.4200000,320.1700000,15328657
20101207,000000,323.7800000,323.9900000,318.1200000,318.2000000,13004879
20101208,000000,319.7300000,321.0200000,317.1100000,321.0100000,10766184
20101209,000000,322.1700000,322.5000000,319.0200000,319.8900000,9853107
20101210,000000,319.6000000,321.0500000,318.6000000,320.6000000,8723530
20101213,000000,324.7000000,325.0600000,321.0000000,321.6000000,14214458
20101214,000000,321.5000000,322.5400000,319.0000000,320.2600000,11356586
20101215,000000,319.9200000,323.0000000,319.1900000,320.4000000,12319982
20101216,000000,321.0300000,322.6100000,320.1000000,321.0000000,10141333
20101217,000000,321.3000000,321.7900000,320.2300000,320.6600000,8165890
20101220,000000,321.6000000,323.2500000,318.2300000,322.2000000,12255159
20101221,000000,323.0100000,324.3900000,322.0500000,324.2100000,7976851
20101222,000000,324.3900000,325.7200000,323.5500000,325.2500000,8588295
20101223,000000,325.0000000,325.1500000,323.1700000,323.6000000,6493732
20101227,000000,323.1700000,325.4400000,321.5200000,324.7000000,8400439
20101228,000000,325.9102000,326.6600000,325.0600000,325.4700000,5821524
20101229,000000,326.0700000,326.4500000,325.1000000,325.3000000,5246538
20101230,000000,325.3800000,325.5100000,323.0500000,323.6600000,5255393
20101231,000000,322.9600000,323.4800000,321.3100000,322.4400000,6266407
20110103,000000,325.6400000,330.2600000,324.8365000,329.7200000,14951015
20110104,000000,332.4600000,332.5300000,328.1500000,331.3000000,10357022
20110105,000000,329.4500000,334.3400000,329.4500000,334.0000000,8611602
20110106,000000,334.9700000,335.2500000,332.9000000,333.6500000,9076963
20110107,000000,334.0900000,336.3500000,331.9000000,336.1300000,10421516
20110110,000000,338.7100000,343.2300000,337.1700000,342.3000000,13936739
20110111,000000,344.7200000,344.9600000,339.4700000,341.6000000,14801374
20110112,000000,343.4600000,344.4300000,342.0000000,344.4200000,9811847
20110113,000000,345.1100000,346.6400000,343.8500000,345.6600000,9517199
20110114,000000,345.8900000,348.4800000,344.4400000,348.4600000,10389841
20110118,000000,329.4500000,344.1600000,326.0000000,341.0000000,57238587
20110119,000000,348.3900000,348.6000000,336.8800000,338.8400000,37480718
20110120,000000,336.4300000,338.3000000,330.1200000,332.8200000,25577201
20110121,000000,333.6200000,334.8800000,326.6300000,326.7200000,25788722
20110124,000000,326.8400000,337.4200000,326.7200000,337.3800000,19273640
20110125,000000,336.3600000,341.4400000,334.5700000,341.4000000,18859669
20110126,000000,342.9200000,345.6000000,341.5000000,343.8700000,17003602
20110127,000000,343.7800000,344.6928000,342.8310000,343.2500000,9359313
20110128,000000,344.1800000,344.4000000,333.5280000,336.0500000,20147218
20110131,000000,335.8100000,340.0400000,334.3000000,339.3000000,11873527
20110201,000000,341.3000000,345.6500000,340.9800000,345.1100000,14129705
20110202,000000,344.4400000,345.2500000,343.5500000,344.3200000,8788596
20110203,000000,343.7500000,344.2400000,338.5500000,343.4100000,13618637
20110204,000000,343.6500000,346.7000000,343.5100000,346.5000000,10727198
20110207,000000,347.8200000,353.2500000,347.6300000,351.8700000,15465298
20110208,000000,353.5000000,355.5200000,352.1500000,355.3200000,12717320
20110209,000000,355.1600000,359.0000000,354.8700000,358.1200000,16455803
20110210,000000,357.4000000,360.0000000,348.0000000,354.5400000,31808884
20110211,000000,354.8100000,357.8000000,353.5401000,356.8600000,12261830
20110214,000000,356.8200000,359.4800000,356.7100000,359.1800000,9738114
20110215,000000,359.2000000,359.9700000,357.5500000,359.9500000,9427723
20110216,000000,360.8000000,364.9000000,360.5000000,363.0600000,16199137
20110217,000000,357.2500000,360.2700000,356.5200000,358.2900000,17419969
20110218,000000,358.4100000,359.5000000,349.5200000,350.5600000,26441421
20110222,000000,342.4700000,345.4000000,337.7200000,338.6800000,29094531
20110223,000000,338.7700000,344.6400000,338.6100000,342.6200000,22347626
20110224,000000,344.0400000,345.1500000,338.3700000,342.5700000,16575112
20110225,000000,345.2400000,348.4300000,344.8000000,348.2900000,12820100
20110228,000000,351.2300000,355.0500000,351.1200000,353.4900000,12812364
20110301,000000,355.5000000,355.7200000,347.6810000,349.5000000,15022078
20110302,000000,350.1300000,354.3500000,348.4000000,352.1200000,20935472
20110303,000000,356.8300000,359.7900000,355.9200000,359.5600000,16756834
20110304,000000,360.0700000,360.2900000,357.7500000,360.0000000,14689149
20110307,000000,361.3800000,361.6700000,351.3100000,355.4000000,18636494
20110308,000000,354.9500000,357.4000000,352.2500000,355.6700000,12108665
20110309,000000,354.7000000,354.7600000,350.6000000,352.4500000,15715549
20110310,000000,349.4500000,349.8800000,344.9000000,346.7100000,17225105
20110311,000000,345.2100000,352.3200000,345.0000000,352.0080000,16031930
20110314,000000,353.0400000,356.4844000,351.3100000,353.5600000,14547701
20110315,000000,342.1000000,347.8400000,340.1000000,345.4300000,24229850
20110316,000000,341.6800000,343.0000000,326.2600000,330.0300000,39731143
20110317,000000,336.8300000,339.6100000,334.2200000,334.4900000,21889900
20110318,000000,337.3100000,338.2000000,330.0000000,330.6600000,24651714
20110321,000000,336.0000000,339.7400000,335.2600000,339.2000000,13671838
20110322,000000,342.6100000,342.6200000,339.1400000,341.1300000,10897947
20110323,000000,339.3900000,340.2200000,335.9500000,339.1300000,12603492
20110324,000000,341.8800000,345.2300000,338.8600000,345.0300000,13401824
20110325,000000,348.0500000,352.0600000,347.0200000,351.5900000,15105317
20110328,000000,353.1600000,354.3200000,350.4400000,350.4500000,10302729
20110329,000000,347.6000000,350.9600000,346.0600000,350.9500000,11724693
20110330,000000,350.7100000,350.8800000,347.4400000,348.7700000,10969577
20110331,000000,346.2900000,349.8000000,346.0600000,348.5760000,8617164
20110401,000000,351.1100000,351.5872000,343.3000000,344.5500000,13941759
20110404,000000,344.4800000,344.6000000,338.4000000,341.2000000,15668919
20110405,000000,336.9900000,342.2500000,336.0000000,338.6900000,15964362
20110406,000000,341.4400000,343.9000000,337.1400000,338.0400000,13500349
20110407,000000,338.0800000,340.4300000,336.0300000,338.0800000,12573729
20110408,000000,340.0100000,340.1500000,333.9500000,335.0600000,12601530
20110411,000000,333.9900000,335.6700000,330.0200000,330.9900000,13596775
20110412,000000,330.5800000,333.7300000,330.2000000,332.4000000,14247161
20110413,000000,335.0600000,336.1400000,332.5200000,336.0881000,11393994
20110414,000000,334.9800000,336.0000000,332.0600000,332.0700000,10237132
20110415,000000,333.4500000,333.6400000,326.8000000,327.4800000,14129628
20110418,000000,326.1500000,332.2300000,320.1600000,331.8500000,20910611
20110419,000000,333.1900000,337.9800000,332.2500000,337.8800000,14373625
20110420,000000,343.6300000,345.7500000,341.5000000,342.3600000,18451323
20110421,000000,355.0300000,355.1300000,348.5200000,350.7100000,25173831
20110425,000000,350.3800000,353.7500000,350.3000000,353.1000000,8829769
20110426,000000,353.6200000,354.9900000,349.3500000,350.4600000,10813414
20110427,000000,352.1600000,352.3500000,347.1000000,350.2400000,11750027
20110428,000000,346.1400000,349.7500000,345.5200000,347.1100000,11465508
20110429,000000,347.1400000,353.9500000,346.6660000,349.0900000,19593953
20110502,000000,349.7300000,350.4690000,345.5000000,346.2280000,14012811
20110503,000000,347.9900000,349.8900000,345.6200000,348.0000000,10582456
20110504,000000,348.2600000,351.8300000,346.8800000,349.9200000,13117082
20110505,000000,348.4200000,350.9500000,346.0500000,346.9100000,11447940
20110506,000000,349.6900000,350.0000000,346.2100000,346.5500000,9453121
20110509,000000,347.8200000,349.2000000,346.5276000,347.5100000,6956810
20110510,000000,348.8700000,349.6900000,346.6600000,349.4500000,9412148
20110511,000000,349.0000000,350.0000000,345.2400000,347.2400000,11217563
20110512,000000,346.1200000,347.1200000,342.2700000,346.5900000,10871508
20110513,000000,345.6600000,346.2500000,340.3500000,340.4800000,11164302
20110516,000000,339.2000000,341.2200000,332.6000000,333.3200000,14795033
20110517,000000,332.0000000,336.1400000,330.7300000,336.1100000,14908710
20110518,000000,336.4700000,341.0500000,336.0000000,339.7800000,11500226
20110519,000000,342.0500000,342.4140000,338.6700000,340.5500000,8850008
20110520,000000,339.5600000,340.9500000,335.0200000,335.1500000,11381849
20110523,000000,329.9700000,335.9800000,329.4200000,334.4000000,13057552
20110524,000000,335.5100000,335.8990000,331.3400000,332.3500000,10840355
20110525,000000,333.5000000,338.5600000,332.8500000,336.5500000,9774058
20110526,000000,335.8000000,336.8900000,334.4350000,334.9900000,7547207
20110527,000000,334.8000000,337.6300000,334.3100000,337.3700000,6926089
20110531,000000,341.1000000,347.7400000,341.0000000,347.6800000,13458552
20110601,000000,349.0000000,352.1320000,344.6500000,345.5000000,18603987
20110602,000000,346.5000000,347.9800000,344.3000000,345.9400000,11542072
20110603,000000,343.2000000,345.3300000,342.0100000,343.3100000,10450079
20110606,000000,345.7000000,347.0500000,337.8100000,338.0550000,15993786
20110607,000000,338.2000000,338.2200000,331.9000000,331.9100000,17782381
20110608,000000,331.8500000,334.8000000,330.6500000,332.3100000,11251369
20110609,000000,333.2400000,333.6700000,330.7500000,331.5000000,9300727
20110610,000000,330.5500000,331.6600000,325.5100000,325.5700000,14731576
20110613,000000,327.1600000,328.3100000,325.0700000,326.5900000,11145957
20110614,000000,330.0200000,333.2500000,329.3100000,332.3300000,10740071
20110615,000000,329.7400000,330.3000000,324.8800000,326.7900000,13162562
20110616,000000,326.9900000,328.6811000,318.3300000,325.1600000,17290812
20110617,000000,328.9900000,329.2500000,319.3600000,320.3100000,18203467
20110620,000000,317.3100000,317.7000000,310.5000000,315.3200000,21932716
20110621,000000,316.7600000,325.8000000,315.2000000,325.2700000,16993332
20110622,000000,325.1400000,328.9000000,322.3800000,322.6000000,13388364
20110623,000000,318.9700000,331.6900000,318.1200000,331.2400000,18994083
20110624,000000,331.4200000,333.1500000,325.0900000,326.3500000,14514781
20110627,000000,327.6300000,333.9000000,327.2500000,332.0800000,10411914
20110628,000000,333.7000000,336.7000000,333.4400000,335.2600000,9759476
20110629,000000,336.0400000,336.3700000,331.8800000,334.0400000,11952006
